Lambda: 5.0	Ts: 0.0020	Simulation Time: 100.0

IAT   	Ts     	Arr   	Dep   	Tq     	Tw     	q 	w 	n 
0.1371	0.0108	52.1278	52.1387	0.0108	0.0	0.0541	0.0	1
0.0507	0.0015	52.265	52.2666	0.0015	0.0	0.0077	0.0	1
0.0639	9.0E-4	52.3157	52.3167	9.0E-4	0.0	0.0049	0.0	1
0.3224	0.0047	52.3797	52.3844	0.0047	0.0	0.0236	0.0	1
0.0229	0.0023	52.7022	52.7045	0.0023	0.0	0.0116	0.0	1
0.1633	0.0035	52.7251	52.7287	0.0035	0.0	0.0178	0.0	1
0.3031	0.0030	52.8885	52.8916	0.0030	0.0	0.0154	0.0	1
0.4256	5.0E-4	53.1916	53.1921	5.0E-4	0.0	0.0026	0.0	1
0.1423	0.0032	53.6173	53.6206	0.0032	0.0	0.0163	0.0	1
0.0715	8.0E-4	53.7596	53.7605	8.0E-4	0.0	0.0041	0.0	1
0.0583	5.0E-4	53.8312	53.8318	5.0E-4	0.0	0.0027	0.0	1
0.1501	0.0013	53.8896	53.8909	0.0013	0.0	0.0065	0.0	1
0.0898	0.0027	54.0398	54.0426	0.0027	0.0	0.0138	0.0	1
0.1699	9.0E-4	54.1296	54.1306	9.0E-4	0.0	0.0047	0.0	1
0.0922	0.0	54.2996	54.2996	0.0	0.0	1.0E-4	0.0	1
0.0152	4.0E-4	54.3918	54.3923	4.0E-4	0.0	0.0020	0.0	1
0.0221	7.0E-4	54.4071	54.4079	7.0E-4	0.0	0.0037	0.0	1
0.113	0.0014	54.4293	54.4307	0.0014	0.0	0.0073	0.0	1
0.0222	0.0014	54.5424	54.5438	0.0014	0.0	0.0072	0.0	1
0.2525	6.0E-4	54.5646	54.5653	6.0E-4	0.0	0.0033	0.0	1
0.147	0.0029	54.8172	54.8201	0.0029	0.0	0.0145	0.0	1
0.1875	0.0025	54.9642	54.9668	0.0025	0.0	0.0129	0.0	1
0.0757	0.0016	55.1517	55.1533	0.0016	0.0	0.0081	0.0	1
0.3449	0.0028	55.2274	55.2303	0.0028	0.0	0.0142	0.0	1
0.1789	0.0017	55.5724	55.5742	0.0017	0.0	0.0088	0.0	1
0.1705	0.0019	55.7513	55.7533	0.0019	0.0	0.0099	0.0	1
0.0671	0.0028	55.9219	55.9247	0.0028	0.0	0.0141	0.0	1
0.2015	0.0	55.989	55.9891	0.0	0.0	4.0E-4	0.0	1
0.078	0.0015	56.1906	56.1922	0.0015	0.0	0.0078	0.0	1
0.117	0.0058	56.2686	56.2745	0.0058	0.0	0.0294	0.0	1
