0.0097	0.0095	2.4606	2.5689	0.1082	0.0986	10	9	14
0.0097	0.0019	2.4666	2.5708	0.1041	0.1022	10	10	13
0.0064	0.0161	2.4681	2.5869	0.1187	0.1026	11	10	15
0.0116	0.0063	2.4839	2.5933	0.1093	0.1029	10	10	16
0.0116	0.0080	2.4853	2.6013	0.116	0.108	11	10	15
0.0084	0.0132	2.4865	2.6146	0.128	0.1148	12	11	17
0.0084	0.0034	2.5147	2.618	0.1033	0.0999	10	9	16
0.0213	0.0215	2.5154	2.6396	0.1241	0.1026	12	10	16
0.0059	0.0036	2.5197	2.6432	0.1235	0.1198	12	11	16
0.0059	0.0019	2.521	2.6452	0.1241	0.1221	12	12	15
0.0041	0.0053	2.5253	2.6505	0.1252	0.1199	12	11	15
0.0283	0.0060	2.5413	2.6566	0.1152	0.1091	11	10	15
0.0283	0.0038	2.5603	2.6605	0.1001	0.0963	10	9	14
0.0083	0.0507	2.5637	2.7112	0.1475	0.0967	14	9	17
0.0083	0.0054	2.5735	2.7167	0.1431	0.1377	14	13	16
0.0061	0.0029	2.5805	2.7196	0.1391	0.1361	13	13	16
0.0112	0.0049	2.5811	2.7246	0.1435	0.1385	14	13	16
0.0112	0.0029	2.5876	2.7276	0.14	0.137	14	13	15
0.0381	0.0115	2.5902	2.7391	0.1489	0.1373	14	13	16
0.0381	0.0147	2.6019	2.7539	0.152	0.1372	15	13	15
0.0381	0.0197	2.604	2.7736	0.1696	0.1499	16	14	14
0.0082	0.0116	2.6122	2.7853	0.173	0.1613	17	16	15
0.0059	0.0098	2.6207	2.7951	0.1744	0.1645	17	16	15
0.0059	0.0011	2.6421	2.7962	0.1541	0.153	15	15	14
0.03	0.0018	2.648	2.7981	0.15	0.1482	15	14	14
0.03	0.0045	2.6522	2.8026	0.1504	0.1459	15	14	13
0.03	0.0098	2.6805	2.8125	0.132	0.1221	13	12	12
0.03	0.0059	2.6986	2.8185	0.1198	0.1138	11	11	11
0.03	0.0044	2.7064	2.823	0.1165	0.112	11	11	10
0.03	0.0025	2.7086	2.8255	0.1169	0.1143	11	11	9
0.0049	0.0022	2.7169	2.8278	0.1108	0.1086	11	10	9
0.0049	0.0030	2.7231	2.8308	0.1077	0.1046	10	10	8
0.0109	0.0275	2.7344	2.8584	0.124	0.0964	12	9	10
0.0109	6.0E-4	2.7376	2.859	0.1213	0.1207	12	12	9
0.0109	0.0016	2.7758	2.8606	0.0848	0.0832	8	8	8
0.0176	0.0175	2.7832	2.8782	0.0949	0.0774	9	7	8
0.0176	5.0E-4	2.7915	2.8787	0.0872	0.0866	8	8	7
0.0102	0.0118	2.7975	2.8906	0.0931	0.0812	9	8	8
0.0102	0.0042	2.8275	2.8948	0.0672	0.063	6	6	7
0.0239	0.0211	2.8324	2.9159	0.0834	0.0623	8	6	7
0.0178	0.0067	2.8349	2.9226	0.0877	0.0809	8	8	7
0.0178	0.0	2.8502	2.9227	0.0724	0.0723	7	7	6
0.027	0.0226	2.8612	2.9454	0.0841	0.0614	8	6	6
0.027	0.0081	2.8788	2.9535	0.0746	0.0665	7	6	5
