Lambda: 5.0
Ts: 0.15
Simulation Time: 1000.0

t    	Arr   	Dep   	Tw     	Tq     	w   	q   	n 
280.7989 	280.4943 	280.7989 	0.0514 	0.3046 	0.2571 	1.5233 	3
280.8593 	280.4946 	280.8593 	0.3043 	0.3646 	1.5215 	1.8231 	2
281.3011 	280.6117 	281.3011 	0.2475 	0.6893 	1.2376 	3.4469 	5
281.3586 	281.0097 	281.3586 	0.2913 	0.3488 	1.4568 	1.7442 	4
281.5854 	281.1019 	281.5854 	0.2566 	0.4834 	1.2834 	2.4174 	5
281.6368 	281.1303 	281.6368 	0.4551 	0.5065 	2.2755 	2.5326 	4
281.6492 	281.174 	281.6492 	0.4627 	0.4751 	2.3139 	2.3758 	3
281.8685 	281.3614 	281.8685 	0.2878 	0.5071 	1.4391 	2.5355 	3
281.9214 	281.5279 	281.9214 	0.3405 	0.3935 	1.7028 	1.9675 	2
282.1319 	281.7578 	282.1319 	0.1636 	0.3741 	0.8182 	1.8705 	3
282.2086 	281.978 	282.2086 	0.1539 	0.2306 	0.7695 	1.153 	2
282.5382 	282.0901 	282.5382 	0.1185 	0.448 	0.5925 	2.2404 	4
282.8075 	282.3976 	282.8075 	0.1405 	0.4098 	0.7026 	2.0492 	4
282.9419 	282.4428 	282.9419 	0.3646 	0.4991 	1.8232 	2.4956 	4
283.2056 	282.4933 	283.2056 	0.4486 	0.7122 	2.2431 	3.5614 	3
283.2462 	282.7124 	283.2462 	0.4931 	0.5337 	2.4659 	2.6689 	2
283.3912 	282.8946 	283.3912 	0.3516 	0.4966 	1.7581 	2.483 	1
283.4694 	283.4134 	283.4694 	0.0 	0.0559 	0.0 	0.2799 	1
283.6631 	283.5415 	283.6631 	0.0 	0.1215 	0.0 	0.6077 	1
284.0525 	283.8894 	284.0525 	0.0 	0.163 	0.0 	0.8154 	2
284.0617 	284.0391 	284.0617 	0.0133 	0.0225 	0.0669 	0.1128 	1
284.5224 	284.3531 	284.5224 	0.0 	0.1693 	0.0 	0.8465 	1
284.5944 	284.5803 	284.5944 	0.0 	0.0141 	0.0 	0.0705 	1
284.6909 	284.6727 	284.6909 	0.0 	0.0182 	0.0 	0.091 	1
284.8637 	284.7003 	284.8637 	0.0 	0.1634 	0.0 	0.817 	1
284.9613 	284.8681 	284.9613 	0.0 	0.0932 	0.0 	0.4661 	1
285.2515 	285.1999 	285.2515 	0.0 	0.0515 	0.0 	0.2576 	1
285.2994 	285.267 	285.2994 	0.0 	0.0324 	0.0 	0.1621 	2
285.3063 	285.2757 	285.3063 	0.0237 	0.0306 	0.1188 	0.1532 	1
285.6576 	285.6282 	285.6576 	0.0 	0.0293 	0.0 	0.1467 	1
285.6982 	285.6878 	285.6982 	0.0 	0.0104 	0.0 	0.0522 	1
285.9851 	285.701 	285.9851 	0.0 	0.284 	0.0 	1.4204 	2
285.9972 	285.74 	285.9972 	0.245 	0.2571 	1.2251 	1.2856 	1
286.87 	286.7745 	286.87 	0.0 	0.0955 	0.0 	0.4777 	1
287.0084 	286.9168 	287.0084 	0.0 	0.0916 	0.0 	0.4583 	1
287.0743 	287.0467 	287.0743 	0.0 	0.0275 	0.0 	0.1375 	1
287.3909 	287.3381 	287.3909 	0.0 	0.0528 	0.0 	0.2642 	1
287.5515 	287.4546 	287.5515 	0.0 	0.0968 	0.0 	0.484 	2
287.6655 	287.5322 	287.6655 	0.0192 	0.1333 	0.0964 	0.6667 	2
287.6885 	287.5888 	287.6885 	0.0766 	0.0996 	0.3834 	0.4981 	1
287.9715 	287.9212 	287.9715 	0.0 	0.0502 	0.0 	0.2513 	1
288.185 	288.0468 	288.185 	0.0 	0.1381 	0.0 	0.6908 	1
289.5763 	289.4103 	289.5763 	0.0 	0.1659 	0.0 	0.8298 	2
289.5874 	289.4951 	289.5874 	0.0811 	0.0922 	0.4057 	0.4613 	1
290.0085 	289.8756 	290.0085 	0.0 	0.1328 	0.0 	0.6644 	1
290.2127 	290.1083 	290.2127 	0.0 	0.1044 	0.0 	0.5221 	3
290.277 	290.1109 	290.277 	0.1017 	0.166 	0.5087 	0.8302 	2
290.3912 	290.1569 	290.3912 	0.1201 	0.2343 	0.6006 	1.1718 	1
291.6584 	291.291 	291.6584 	0.0 	0.3673 	0.0 	1.8367 	4
291.8144 	291.4173 	291.8144 	0.241 	0.3971 	1.2053 	1.9855 	3
291.8563 	291.4497 	291.8563 	0.3647 	0.4066 	1.8236 	2.0331 	4
291.9624 	291.5698 	291.9624 	0.2864 	0.3926 	1.4323 	1.963 	4
291.9673 	291.8459 	291.9673 	0.1165 	0.1213 	0.5825 	0.6069 	3
292.1311 	291.8509 	292.1311 	0.1164 	0.2802 	0.5823 	1.401 	4
292.3582 	291.9131 	292.3582 	0.218 	0.4451 	1.09 	2.2257 	4
292.4391 	291.9725 	292.4391 	0.3857 	0.4666 	1.9286 	2.3333 	4
292.6085 	292.1043 	292.6085 	0.3348 	0.5042 	1.674 	2.521 	4
292.6587 	292.2068 	292.6587 	0.4017 	0.4518 	2.0088 	2.2594 	4
292.7654 	292.3604 	292.7654 	0.2982 	0.4049 	1.4912 	2.0249 	3
293.0384 	292.4874 	293.0384 	0.278 	0.551 	1.39 	2.7551 	2
293.2744 	292.6268 	293.2744 	0.4116 	0.6476 	2.058 	3.238 	3
293.348 	293.0665 	293.348 	0.2079 	0.2814 	1.0396 	1.4074 	2
293.5109 	293.0788 	293.5109 	0.2691 	0.432 	1.3455 	2.1604 	2
293.6188 	293.4994 	293.6188 	0.0115 	0.1193 	0.0576 	0.5967 	1
293.8951 	293.847 	293.8951 	0.0 	0.0481 	0.0 	0.2407 	1
293.9766 	293.9663 	293.9766 	0.0 	0.0102 	0.0 	0.051 	1
294.119 	294.0514 	294.119 	0.0 	0.0676 	0.0 	0.3381 	2
294.1721 	294.1169 	294.1721 	0.0020 	0.0551 	0.0104 	0.2756 	1
294.8416 	294.2063 	294.8416 	0.0 	0.6353 	0.0 	3.1768 	5
295.0032 	294.487 	295.0032 	0.3545 	0.5161 	1.7729 	2.5809 	6
295.042 	294.5063 	295.042 	0.4969 	0.5357 	2.4846 	2.6785 	5
295.0793 	294.7355 	295.0793 	0.3065 	0.3438 	1.5326 	1.7192 	4
295.0873 	294.7778 	295.0873 	0.3015 	0.3095 	1.5078 	1.5477 	3
295.1629 	294.954 	295.1629 	0.1332 	0.2089 	0.6664 	1.0446 	2
295.4953 	294.9645 	295.4953 	0.1984 	0.5308 	0.9922 	2.654 	2
295.626 	295.1733 	295.626 	0.322 	0.4527 	1.6101 	2.2635 	1
295.9423 	295.6892 	295.9423 	0.0 	0.2531 	0.0 	1.2656 	1
296.2611 	296.0561 	296.2611 	0.0 	0.205 	0.0 	1.0252 	3
296.5191 	296.0809 	296.5191 	0.1802 	0.4381 	0.901 	2.1907 	2
296.6574 	296.2472 	296.6574 	0.2718 	0.4102 	1.3592 	2.051 	2
296.8291 	296.577 	296.8291 	0.0804 	0.252 	0.4021 	1.2603 	1
297.0186 	296.846 	297.0186 	0.0 	0.1725 	0.0 	0.8626 	1
297.1092 	297.0822 	297.1092 	0.0 	0.0269 	0.0 	0.1347 	1
297.4957 	297.1764 	297.4957 	0.0 	0.3193 	0.0 	1.5966 	3
297.5434 	297.2989 	297.5434 	0.1967 	0.2444 	0.9839 	1.2224 	2
297.872 	297.4702 	297.872 	0.0732 	0.4018 	0.3661 	2.0091 	1
298.07 	297.9899 	298.07 	0.0 	0.08 	0.0 	0.4003 	1
298.2814 	298.0963 	298.2814 	0.0 	0.185 	0.0 	0.9253 	1
298.3313 	298.315 	298.3313 	0.0 	0.0162 	0.0 	0.0812 	1
298.7367 	298.3779 	298.7367 	0.0 	0.3587 	0.0 	1.7938 	2
299.0774 	298.6181 	299.0774 	0.1185 	0.4592 	0.5928 	2.2962 	1
299.2827 	299.2705 	299.2827 	0.0 	0.0122 	0.0 	0.061 	1
299.7589 	299.6893 	299.7589 	0.0 	0.0696 	0.0 	0.348 	2
299.8147 	299.7527 	299.8147 	0.0062 	0.062 	0.0312 	0.3101 	2
299.8988 	299.8064 	299.8988 	0.0083 	0.0924 	0.0415 	0.462 	1
299.9536 	299.9102 	299.9536 	0.0 	0.0434 	0.0 	0.217 	2
299.9991 	299.94 	299.9991 	0.0136 	0.059 	0.0681 	0.2953 	1
300.4736 	300.4114 	300.4736 	0.0 	0.0621 	0.0 	0.3108 	1
300.9395 	300.5859 	300.9395 	0.0 	0.3535 	0.0 	1.7679 	5
300.9838 	300.6017 	300.9838 	0.3378 	0.382 	1.6891 	1.9104 	4
301.0771 	300.623 	301.0771 	0.3607 	0.4541 	1.8037 	2.2705 	3
301.162 	300.7786 	301.162 	0.2985 	0.3834 	1.4929 	1.9171 	3
301.4671 	300.8695 	301.4671 	0.2925 	0.5976 	1.4625 	2.9883 	4
301.5825 	301.1498 	301.5825 	0.3173 	0.4327 	1.5866 	2.1635 	3
301.6253 	301.1808 	301.6253 	0.4017 	0.4444 	2.0085 	2.2223 	2
301.6836 	301.3858 	301.6836 	0.2394 	0.2977 	1.1972 	1.4888 	1
301.7955 	301.7201 	301.7955 	0.0 	0.0754 	0.0 	0.3771 	1
302.1064 	301.953 	302.1064 	0.0 	0.1534 	0.0 	0.7671 	2
302.4019 	302.0142 	302.4019 	0.0921 	0.3876 	0.4608 	1.9381 	1
302.8122 	302.6877 	302.8122 	0.0 	0.1244 	0.0 	0.6224 	2
303.0567 	302.8 	303.0567 	0.0122 	0.2567 	0.0611 	1.2837 	2
303.1722 	303.0355 	303.1722 	0.0212 	0.1367 	0.1061 	0.6835 	1
303.458 	303.4414 	303.458 	0.0 	0.0166 	0.0 	0.0832 	1
303.6927 	303.5459 	303.6927 	0.0 	0.1467 	0.0 	0.7338 	4
303.7439 	303.5634 	303.7439 	0.1292 	0.1805 	0.6462 	0.9027 	3
303.8491 	303.6772 	303.8491 	0.0667 	0.1718 	0.3336 	0.8593 	3
304.1379 	303.6778 	304.1379 	0.1712 	0.46 	0.8562 	2.3001 	2
304.1565 	303.83 	304.1565 	0.3078 	0.3264 	1.5391 	1.632 	1
304.7843 	304.472 	304.7843 	0.0 	0.3122 	0.0 	1.5614 	2
304.8113 	304.5223 	304.8113 	0.262 	0.2889 	1.31 	1.4447 	2
305.2754 	304.8059 	305.2754 	0.0054 	0.4695 	0.027 	2.3475 	3
305.3314 	304.9627 	305.3314 	0.3127 	0.3687 	1.5635 	1.8436 	2
305.379 	305.1531 	305.379 	0.1782 	0.2258 	0.8913 	1.129 	1
306.0291 	305.4439 	306.0291 	0.0 	0.5851 	0.0 	2.9255 	4
306.0551 	305.4566 	306.0551 	0.5724 	0.5984 	2.8622 	2.9923 	3
306.5775 	305.9205 	306.5775 	0.1346 	0.657 	0.673 	3.2854 	3
307.2791 	306.0024 	307.2791 	0.5751 	1.2766 	2.8756 	6.3834 	5
307.2809 	306.5468 	307.2809 	0.7322 	0.734 	3.6614 	3.6704 	4
307.6046 	306.8388 	307.6046 	0.4421 	0.7658 	2.2105 	3.829 	5
307.6919 	307.1393 	307.6919 	0.4652 	0.5525 	2.3264 	2.7629 	4
308.1512 	307.2625 	308.1512 	0.4293 	0.8886 	2.1467 	4.4432 	5
308.3222 	307.3622 	308.3222 	0.7889 	0.9599 	3.9449 	4.7997 	5
308.351 	307.3954 	308.351 	0.9267 	0.9555 	4.6335 	4.7776 	4
308.3957 	307.7797 	308.3957 	0.5712 	0.616 	2.8563 	3.08 	4
308.5718 	308.1262 	308.5718 	0.2694 	0.4455 	1.3474 	2.2278 	4
308.9986 	308.2643 	308.9986 	0.3075 	0.7342 	1.5375 	3.6713 	6
309.1004 	308.3677 	309.1004 	0.6308 	0.7327 	3.1543 	3.6637 	5
309.2835 	308.57 	309.2835 	0.5304 	0.7134 	2.652 	3.5671 	5
309.5394 	308.7519 	309.5394 	0.5315 	0.7875 	2.6579 	3.9375 	6
309.6361 	308.8232 	309.6361 	0.7161 	0.8129 	3.5809 	4.0647 	5
309.722 	308.8893 	309.722 	0.7468 	0.8327 	3.7341 	4.1635 	4
309.7636 	309.2419 	309.7636 	0.48 	0.5216 	2.4004 	2.6082 	4
309.785 	309.364 	309.785 	0.3995 	0.4209 	1.9976 	2.1045 	3
309.8149 	309.4229 	309.8149 	0.362 	0.392 	1.8104 	1.9601 	2
310.0125 	309.7344 	310.0125 	0.0805 	0.2781 	0.4025 	1.3905 	2
310.0413 	309.8627 	310.0413 	0.1497 	0.1786 	0.7489 	0.8932 	1
310.3278 	310.1326 	310.3278 	0.0 	0.1951 	0.0 	0.9757 	2
310.3869 	310.1868 	310.3869 	0.141 	0.2001 	0.705 	1.0008 	2
310.3959 	310.3863 	310.3959 	6.0E-4 	0.0095 	0.0031 	0.0479 	1
311.2704 	310.9988 	311.2704 	0.0 	0.2715 	0.0 	1.3579 	1
311.5351 	311.522 	311.5351 	0.0 	0.013 	0.0 	0.0654 	1
311.5632 	311.5616 	311.5632 	0.0 	0.0016 	0.0 	0.0083 	1
311.8324 	311.6345 	311.8324 	0.0 	0.1978 	0.0 	0.9894 	4
311.9363 	311.6836 	311.9363 	0.1487 	0.2526 	0.7439 	1.2633 	3
311.948 	311.6877 	311.948 	0.2486 	0.2603 	1.243 	1.3018 	2
311.9771 	311.6946 	311.9771 	0.2534 	0.2824 	1.2671 	1.4123 	1
312.2346 	312.1507 	312.2346 	0.0 	0.0838 	0.0 	0.4194 	3
312.249 	312.1766 	312.249 	0.0579 	0.0723 	0.2897 	0.3619 	2
312.251 	312.204 	312.251 	0.0449 	0.047 	0.2248 	0.235 	1
312.7408 	312.3308 	312.7408 	0.0 	0.41 	0.0 	2.0503 	4
312.974 	312.3636 	312.974 	0.3772 	0.6103 	1.8861 	3.0518 	3
312.9806 	312.3892 	312.9806 	0.5847 	0.5913 	2.9238 	2.9568 	2
313.2001 	312.5805 	313.2001 	0.4001 	0.6196 	2.0006 	3.0982 	2
313.2068 	313.1463 	313.2068 	0.0538 	0.0605 	0.2692 	0.3026 	1
313.4523 	313.2784 	313.4523 	0.0 	0.1739 	0.0 	0.8698 	1
313.8993 	313.6046 	313.8993 	0.0 	0.2947 	0.0 	1.4737 	1
314.0012 	313.9122 	314.0012 	0.0 	0.089 	0.0 	0.4452 	1
314.2137 	314.1156 	314.2137 	0.0 	0.0981 	0.0 	0.4906 	2
314.5116 	314.1951 	314.5116 	0.0186 	0.3165 	0.0931 	1.5828 	3
314.8424 	314.2799 	314.8424 	0.2316 	0.5624 	1.1584 	2.8121 	2
314.9344 	314.4996 	314.9344 	0.3427 	0.4347 	1.7135 	2.1736 	2
315.0111 	314.9089 	315.0111 	0.0255 	0.1022 	0.1275 	0.5113 	1
315.2333 	315.1271 	315.2333 	0.0 	0.1061 	0.0 	0.5308 	1
315.4268 	315.4154 	315.4268 	0.0 	0.0113 	0.0 	0.0568 	1
315.547 	315.5254 	315.547 	0.0 	0.0215 	0.0 	0.1078 	1
315.8513 	315.8124 	315.8513 	0.0 	0.0389 	0.0 	0.1945 	1
316.3785 	316.2506 	316.3785 	0.0 	0.1278 	0.0 	0.6393 	1
316.4325 	316.4299 	316.4325 	0.0 	0.0025 	0.0 	0.0127 	1
316.6872 	316.6074 	316.6872 	0.0 	0.0798 	0.0 	0.399 	1
316.7533 	316.7122 	316.7533 	0.0 	0.041 	0.0 	0.2052 	2
316.8249 	316.7393 	316.8249 	0.0139 	0.0856 	0.0698 	0.4281 	1
317.2845 	316.9185 	317.2845 	0.0 	0.366 	0.0 	1.8303 	4
317.3123 	316.9828 	317.3123 	0.3017 	0.3295 	1.5089 	1.6478 	3
317.6505 	317.034 	317.6505 	0.2783 	0.6165 	1.3916 	3.0827 	3
317.7069 	317.251 	317.7069 	0.3995 	0.4558 	1.9976 	2.2794 	2
317.767 	317.6086 	317.767 	0.0982 	0.1583 	0.4912 	0.7917 	1
317.8897 	317.8065 	317.8897 	0.0 	0.0831 	0.0 	0.4159 	1
318.0002 	317.9537 	318.0002 	0.0 	0.0465 	0.0 	0.2326 	1
318.5319 	318.5104 	318.5319 	0.0 	0.0214 	0.0 	0.1073 	1
319.284 	319.1096 	319.284 	0.0 	0.1744 	0.0 	0.872 	2
319.346 	319.1385 	319.346 	0.1455 	0.2075 	0.7275 	1.0375 	2
319.4193 	319.3223 	319.4193 	0.0237 	0.097 	0.1189 	0.4851 	2
319.5245 	319.3586 	319.5245 	0.0606 	0.1659 	0.3033 	0.8295 	3
319.53 	319.4393 	319.53 	0.0852 	0.0907 	0.426 	0.4536 	3
319.6463 	319.5038 	319.6463 	0.0261 	0.1425 	0.1309 	0.7125 	3
319.9629 	319.5258 	319.9629 	0.1205 	0.437 	0.6025 	2.1851 	5
320.1775 	319.5366 	320.1775 	0.4263 	0.6409 	2.1315 	3.2048 	4
320.3 	319.8345 	320.3 	0.343 	0.4654 	1.7152 	2.3274 	4
320.3861 	319.867 	320.3861 	0.4329 	0.5191 	2.1649 	2.5958 	4
320.4887 	319.9183 	320.4887 	0.4677 	0.5703 	2.3389 	2.8519 	3
320.5841 	320.2839 	320.5841 	0.2048 	0.3001 	1.0241 	1.5009 	3
320.6768 	320.3854 	320.6768 	0.1987 	0.2914 	0.9936 	1.4571 	2
320.6827 	320.5584 	320.6827 	0.1184 	0.1243 	0.5921 	0.6218 	1
321.0415 	321.0317 	321.0415 	0.0 	0.0098 	0.0 	0.049 	1
321.2657 	321.2366 	321.2657 	0.0 	0.029 	0.0 	0.1454 	1
321.3052 	321.2987 	321.3052 	0.0 	0.0065 	0.0 	0.0328 	1
321.4813 	321.4343 	321.4813 	0.0 	0.047 	0.0 	0.2351 	1
321.6061 	321.5041 	321.6061 	0.0 	0.102 	0.0 	0.5101 	1
322.2193 	321.6091 	322.2193 	0.0 	0.6101 	0.0 	3.0508 	3
322.4038 	321.8335 	322.4038 	0.3857 	0.5702 	1.9288 	2.8514 	4
322.4828 	322.1631 	322.4828 	0.2406 	0.3196 	1.2033 	1.5984 	4
322.6637 	322.2728 	322.6637 	0.21 	0.3909 	1.0503 	1.9546 	4
322.7107 	322.3667 	322.7107 	0.297 	0.344 	1.4851 	1.7202 	3
322.7641 	322.4131 	322.7641 	0.2976 	0.3509 	1.4881 	1.7548 	2
322.7742 	322.5567 	322.7742 	0.2073 	0.2174 	1.0365 	1.0872 	1
323.0256 	322.8712 	323.0256 	0.0 	0.1543 	0.0 	0.7719 	3
323.1595 	322.9409 	323.1595 	0.0846 	0.2185 	0.423 	1.0925 	3
323.3038 	323.0017 	323.3038 	0.1577 	0.302 	0.7887 	1.5102 	3
323.3084 	323.1346 	323.3084 	0.1691 	0.1738 	0.8459 	0.8691 	3
323.3141 	323.299 	323.3141 	0.0093 	0.015 	0.0468 	0.0751 	2
323.3545 	323.3052 	323.3545 	0.0088 	0.0492 	0.0441 	0.2463 	2
323.4085 	323.3208 	323.4085 	0.0336 	0.0876 	0.1683 	0.4383 	1
323.7148 	323.4747 	323.7148 	0.0 	0.24 	0.0 	1.2004 	3
323.8079 	323.6899 	323.8079 	0.0249 	0.1179 	0.1245 	0.5899 	2
323.8697 	323.7136 	323.8697 	0.0942 	0.156 	0.4714 	0.7803 	2
323.9276 	323.8221 	323.9276 	0.0475 	0.1054 	0.2378 	0.5272 	1
324.2361 	324.0132 	324.2361 	0.0 	0.2229 	0.0 	1.1146 	1
324.5627 	324.512 	324.5627 	0.0 	0.0506 	0.0 	0.2531 	1
325.3464 	325.2175 	325.3464 	0.0 	0.1289 	0.0 	0.6447 	1
325.4477 	325.3931 	325.4477 	0.0 	0.0546 	0.0 	0.2732 	2
325.6618 	325.4263 	325.6618 	0.0214 	0.2355 	0.1072 	1.1778 	1
325.7168 	325.7136 	325.7168 	0.0 	0.0032 	0.0 	0.0163 	1
325.8854 	325.7269 	325.8854 	0.0 	0.1584 	0.0 	0.7924 	1
326.2393 	325.9805 	326.2393 	0.0 	0.2587 	0.0 	1.2938 	2
326.5794 	326.1134 	326.5794 	0.1258 	0.466 	0.6292 	2.33 	2
326.6659 	326.4063 	326.6659 	0.1731 	0.2596 	0.8655 	1.298 	2
326.8421 	326.5902 	326.8421 	0.0757 	0.2519 	0.3788 	1.2598 	2
326.9092 	326.7925 	326.9092 	0.0496 	0.1167 	0.2482 	0.5837 	1
326.9357 	326.9155 	326.9357 	0.0 	0.0202 	0.0 	0.1011 	1
327.7212 	327.6006 	327.7212 	0.0 	0.1206 	0.0 	0.603 	1
328.2278 	327.9363 	328.2278 	0.0 	0.2915 	0.0 	1.4576 	2
328.3887 	328.0155 	328.3887 	0.2123 	0.3732 	1.0617 	1.866 	1
329.1209 	329.0583 	329.1209 	0.0 	0.0625 	0.0 	0.3126 	1
329.2306 	329.1711 	329.2306 	0.0 	0.0595 	0.0 	0.2976 	1
329.6235 	329.2934 	329.6235 	0.0 	0.33 	0.0 	1.6503 	3
329.8414 	329.3702 	329.8414 	0.2533 	0.4712 	1.2665 	2.3562 	3
329.8529 	329.458 	329.8529 	0.3833 	0.3949 	1.9168 	1.9745 	2
329.8667 	329.6301 	329.8667 	0.2228 	0.2365 	1.114 	1.1827 	1
330.071 	329.8758 	330.071 	0.0 	0.1951 	0.0 	0.9758 	1
330.1358 	330.1336 	330.1358 	0.0 	0.0022 	0.0 	0.0111 	1
330.4634 	330.1583 	330.4634 	0.0 	0.3051 	0.0 	1.5257 	3
330.623 	330.2556 	330.623 	0.2078 	0.3674 	1.0394 	1.8372 	2
330.6984 	330.4274 	330.6984 	0.1955 	0.2709 	0.9779 	1.3548 	2
330.9261 	330.6895 	330.9261 	0.0088 	0.2366 	0.0444 	1.183 	1
331.0417 	331.0233 	331.0417 	0.0 	0.0183 	0.0 	0.0918 	1
331.3598 	331.1788 	331.3598 	0.0 	0.181 	0.0 	0.905 	2
331.361 	331.2818 	331.361 	0.0779 	0.0791 	0.3896 	0.3955 	1
331.43 	331.4032 	331.43 	0.0 	0.0267 	0.0 	0.1339 	2
331.524 	331.4056 	331.524 	0.0243 	0.1183 	0.1216 	0.5915 	1
332.0548 	331.6706 	332.0548 	0.0 	0.3841 	0.0 	1.9207 	2
332.2047 	331.9283 	332.2047 	0.1265 	0.2764 	0.6325 	1.3824 	1
332.6373 	332.3296 	332.6373 	0.0 	0.3076 	0.0 	1.5382 	2
332.7053 	332.3454 	332.7053 	0.2919 	0.3599 	1.4596 	1.7995 	1
333.0154 	332.7922 	333.0154 	0.0 	0.2231 	0.0 	1.1157 	1
333.2223 	333.1424 	333.2223 	0.0 	0.0798 	0.0 	0.3993 	2
333.2975 	333.1425 	333.2975 	0.0797 	0.1549 	0.3988 	0.7748 	1
333.8913 	333.885 	333.8913 	0.0 	0.0062 	0.0 	0.0311 	1
334.2665 	334.2158 	334.2665 	0.0 	0.0507 	0.0 	0.2535 	3
334.3363 	334.2534 	334.3363 	0.0131 	0.0829 	0.0658 	0.4148 	2
334.4623 	334.2577 	334.4623 	0.0786 	0.2046 	0.393 	1.023 	1
334.8407 	334.7518 	334.8407 	0.0 	0.0889 	0.0 	0.4446 	2
334.8638 	334.754 	334.8638 	0.0867 	0.1098 	0.4337 	0.5491 	1
335.0547 	335.0472 	335.0547 	0.0 	0.0074 	0.0 	0.0374 	1
335.1946 	335.1715 	335.1946 	0.0 	0.0231 	0.0 	0.1158 	1
335.3731 	335.3388 	335.3731 	0.0 	0.0343 	0.0 	0.1718 	1
335.4883 	335.3864 	335.4883 	0.0 	0.1019 	0.0 	0.5095 	1
335.6853 	335.5348 	335.6853 	0.0 	0.1504 	0.0 	0.7524 	1
336.4367 	336.1867 	336.4367 	0.0 	0.25 	0.0 	1.25 	1
336.5781 	336.5426 	336.5781 	0.0 	0.0355 	0.0 	0.1775 	1
336.829 	336.8084 	336.829 	0.0 	0.0206 	0.0 	0.1031 	1
336.9651 	336.8594 	336.9651 	0.0 	0.1056 	0.0 	0.5284 	1
337.7409 	337.2055 	337.7409 	0.0 	0.5353 	0.0 	2.6769 	3
337.7413 	337.271 	337.7413 	0.4699 	0.4703 	2.3496 	2.3517 	2
338.0475 	337.739 	338.0475 	0.0023 	0.3085 	0.0117 	1.5425 	2
338.253 	337.8813 	338.253 	0.1662 	0.3717 	0.831 	1.8585 	4
338.2694 	338.0932 	338.2694 	0.1597 	0.1761 	0.7986 	0.8809 	3
338.3798 	338.0962 	338.3798 	0.1732 	0.2835 	0.8662 	1.4178 	2
338.3982 	338.214 	338.3982 	0.1657 	0.1841 	0.8288 	0.9209 	1
338.6073 	338.5073 	338.6073 	0.0 	0.0999 	0.0 	0.4998 	1
339.3541 	339.0281 	339.3541 	0.0 	0.326 	0.0 	1.6304 	2
339.4886 	339.0851 	339.4886 	0.269 	0.4034 	1.345 	2.017 	1
339.5826 	339.5238 	339.5826 	0.0 	0.0587 	0.0 	0.2937 	1
339.9234 	339.8477 	339.9234 	0.0 	0.0756 	0.0 	0.3784 	3
339.9302 	339.8923 	339.9302 	0.0311 	0.0379 	0.1555 	0.1896 	2
340.1527 	339.9147 	340.1527 	0.0155 	0.2379 	0.0777 	1.1898 	4
340.2072 	339.9413 	340.2072 	0.2113 	0.2658 	1.0566 	1.3292 	3
340.3073 	339.9465 	340.3073 	0.2607 	0.3608 	1.3035 	1.8042 	2
340.415 	340.0214 	340.415 	0.2859 	0.3935 	1.4296 	1.9677 	2
340.5428 	340.407 	340.5428 	0.0079 	0.1358 	0.0399 	0.6791 	2
340.7476 	340.4421 	340.7476 	0.1007 	0.3054 	0.5036 	1.5274 	3
340.7959 	340.6235 	340.7959 	0.124 	0.1724 	0.6202 	0.862 	2
341.1864 	340.7413 	341.1864 	0.0546 	0.445 	0.2731 	2.2253 	3
341.3904 	340.9676 	341.3904 	0.2187 	0.4227 	1.0939 	2.1138 	3
341.4866 	340.9862 	341.4866 	0.4041 	0.5003 	2.0206 	2.5016 	2
341.5811 	341.2044 	341.5811 	0.2821 	0.3766 	1.4108 	1.8834 	2
341.5995 	341.4919 	341.5995 	0.0891 	0.1075 	0.4459 	0.5378 	1
341.7086 	341.7066 	341.7086 	0.0 	0.0019 	0.0 	0.0099 	1
342.1762 	341.8897 	342.1762 	0.0 	0.2864 	0.0 	1.4324 	3
342.4625 	341.9446 	342.4625 	0.2315 	0.5178 	1.1577 	2.5893 	4
342.4675 	341.9547 	342.4675 	0.5078 	0.5128 	2.5391 	2.5642 	3
342.5283 	342.1901 	342.5283 	0.2773 	0.3381 	1.3869 	1.6907 	2
342.5379 	342.1974 	342.5379 	0.3309 	0.3404 	1.6545 	1.7023 	1
343.5248 	343.2945 	343.5248 	0.0 	0.2303 	0.0 	1.1515 	1
343.5783 	343.5399 	343.5783 	0.0 	0.0384 	0.0 	0.192 	1
343.8221 	343.7377 	343.8221 	0.0 	0.0843 	0.0 	0.4219 	1
344.1505 	344.0603 	344.1505 	0.0 	0.0902 	0.0 	0.4512 	1
344.4003 	344.2942 	344.4003 	0.0 	0.106 	0.0 	0.5304 	1
344.4317 	344.4035 	344.4317 	0.0 	0.0281 	0.0 	0.1409 	1
344.6911 	344.6094 	344.6911 	0.0 	0.0817 	0.0 	0.4086 	1
345.6933 	345.152 	345.6933 	0.0 	0.5413 	0.0 	2.7065 	3
345.8581 	345.2425 	345.8581 	0.4507 	0.6155 	2.2538 	3.0779 	2
346.6581 	345.4381 	346.6581 	0.42 	1.22 	2.1001 	6.1 	7
346.8674 	345.9645 	346.8674 	0.6935 	0.9028 	3.4679 	4.5144 	9
346.9103 	346.0528 	346.9103 	0.8145 	0.8574 	4.0726 	4.287 	8
347.0126 	346.4982 	347.0126 	0.4121 	0.5144 	2.0605 	2.5721 	7
347.2363 	346.5428 	347.2363 	0.4698 	0.6935 	2.3491 	3.4677 	7
347.3053 	346.5532 	347.3053 	0.6831 	0.752 	3.4156 	3.7604 	6
