Lambda: 100.0	Ts: 0.0085	Simulation Time: 100.0
IAT   	Ts     	Arr   	Dep   	Tq     	Tw     	q 	w 	n 
0.0211	0.0316	3.3654	3.4893	0.1238	0.0921	12	9	11
0.0211	0.0010	3.3704	3.4904	0.1199	0.1188	11	11	10
0.0211	0.0037	3.4172	3.4941	0.0768	0.0731	7	7	9
0.0245	0.0256	3.4265	3.5197	0.0932	0.0676	9	6	13
0.0245	0.0043	3.4274	3.5241	0.0966	0.0922	9	9	12
0.0178	0.0184	3.429	3.5426	0.1135	0.095	11	9	12
0.0178	7.0E-4	3.4341	3.5433	0.1092	0.1084	10	10	11
0.0257	0.0262	3.4374	3.5695	0.1321	0.1059	13	10	13
0.0257	0.0138	3.4399	3.5834	0.1435	0.1296	14	12	12
0.0142	0.0135	3.4713	3.597	0.1256	0.1121	12	11	12
0.0239	0.0126	3.4745	3.6097	0.1351	0.1224	13	12	12
0.0239	0.0099	3.4957	3.6196	0.1238	0.1139	12	11	11
0.0028	0.0193	3.497	3.639	0.1419	0.1225	14	12	13
0.0011	0.0148	3.5023	3.6538	0.1515	0.1366	15	13	16
0.03	0.0072	3.5153	3.6611	0.1457	0.1385	14	13	17
0.03	0.0103	3.5166	3.6714	0.1548	0.1444	15	14	16
0.0038	0.0314	3.5411	3.7028	0.1617	0.1303	16	13	18
0.0067	0.0067	3.5589	3.7096	0.1507	0.1439	15	14	18
0.0106	0.0089	3.5634	3.7186	0.1552	0.1462	15	14	18
0.0106	0.0041	3.5648	3.7228	0.158	0.1538	15	15	17
0.0126	0.0183	3.5905	3.7411	0.1506	0.1323	15	13	19
0.0126	0.0056	3.6048	3.7468	0.142	0.1363	14	13	18
0.0126	0.0038	3.6287	3.7507	0.1219	0.118	12	11	17
0.0026	0.0024	3.6366	3.7531	0.1164	0.114	11	11	17
0.0089	0.0093	3.637	3.7625	0.1255	0.1161	12	11	17
0.0061	0.0179	3.6398	3.7805	0.1406	0.1226	14	12	20
0.0174	0.0078	3.6412	3.7883	0.1471	0.1392	14	13	20
0.0174	0.0057	3.643	3.794	0.151	0.1452	15	14	19
0.0174	0.0026	3.6527	3.7967	0.144	0.1413	14	14	18
0.0326	0.0119	3.6539	3.8086	0.1547	0.1428	15	14	18
0.0326	0.0215	3.659	3.8302	0.1711	0.1495	17	14	17
0.0326	4.0E-4	3.6891	3.8306	0.1414	0.141	14	14	16
0.0326	6.0E-4	3.7014	3.8313	0.1298	0.1291	12	12	15
0.0326	0.0019	3.7022	3.8333	0.131	0.129	13	12	14
0.0397	0.0025	3.706	3.8358	0.1297	0.1272	12	12	14
0.0397	0.0079	3.7128	3.8438	0.1309	0.123	13	12	13
0.0397	0.0026	3.7235	3.8464	0.1229	0.1202	12	12	12
0.0397	0.0062	3.7356	3.8526	0.1169	0.1107	11	11	11
0.0397	0.0034	3.7386	3.8561	0.1175	0.114	11	11	10
0.0086	0.0286	3.7512	3.8847	0.1335	0.1048	13	10	11
0.0022	0.0085	3.7538	3.8932	0.1393	0.1308	13	13	11
